Role,Title,Company,Location,Salary,Description,Salary_Min,Salary_Max,Average_Salary
Data Scientist,$250/60min Paid Market Research Study for Data Scientist in the Airlines Sector,Ivy Exec,"Hayes Valley, San Francisco",86611.38 - 86611.38,Market research studies are paid engagements Ivy Exec conducts with clients to get feedback on certain topics. For this study we are looking for profe...,86611.38,86611.38,86611.38
Data Scientist,$250/60min Paid Market Research Study for Data Scientist in the Automotive Sector,Ivy Exec,"Enterprise, Clark County",94086.97 - 94086.97,Market research studies are paid engagements Ivy Exec conducts with clients to get feedback on certain topics. For this study we are looking for profe...,94086.97,94086.97,94086.97
Data Scientist,$250/60min Paid Market Research Study for Data Scientist in the Telecommunications Sector,Ivy Exec,"Northlake, DeKalb County",88857.62 - 88857.62,Market research studies are paid engagements Ivy Exec conducts with clients to get feedback on certain topics. For this study we are looking for profe...,88857.62,88857.62,88857.62
Data Scientist,$250/60min Paid Market Research Study for Data Scientist in the Telecommunications Sector,Ivy Exec,"Hayes Valley, San Francisco",91419.14 - 91419.14,Market research studies are paid engagements Ivy Exec conducts with clients to get feedback on certain topics. For this study we are looking for profe...,91419.14,91419.14,91419.14
Data Scientist,$250/60min Paid Market Research Study for Data Scientist in the Wholesole Sector,Ivy Exec,"Elkins Park, Montgomery County",89009.61 - 89009.61,Market research studies are paid engagements Ivy Exec conducts with clients to get feedback on certain topics. For this study we are looking for profe...,89009.61,89009.61,89009.61
Data Scientist,$250/60min Paid Market Research Study for Data Scientist in the Telecommunications Sector,Ivy Exec,"Nashville, Davidson County",86321.77 - 86321.77,Market research studies are paid engagements Ivy Exec conducts with clients to get feedback on certain topics. For this study we are looking for profe...,86321.77,86321.77,86321.77
Data Scientist,$250/60min Paid Market Research Study for Data Scientist in the Financial Sector,Ivy Exec,"Fountainebleau, Miami-Dade County",93978.82 - 93978.82,Market research studies are paid engagements Ivy Exec conducts with clients to get feedback on certain topics. For this study we are looking for profe...,93978.82,93978.82,93978.82
Data Scientist,$250/60min Paid Market Research Study for Data Scientist in the Telecommunications Sector,Ivy Exec,"Elkins Park, Montgomery County",86469.75 - 86469.75,Market research studies are paid engagements Ivy Exec conducts with clients to get feedback on certain topics. For this study we are looking for profe...,86469.75,86469.75,86469.75
Data Scientist,$250/60min Paid Market Research Study for Data Scientist in the Financial Sector,Ivy Exec,"Dearborn, Wayne County",78974.65 - 78974.65,Market research studies are paid engagements Ivy Exec conducts with clients to get feedback on certain topics. For this study we are looking for profe...,78974.65,78974.65,78974.65
Data Scientist,$250/60min Paid Market Research Study for Data Scientist in the Healthcare Sector,Ivy Exec,"Fountainebleau, Miami-Dade County",91390.46 - 91390.46,Market research studies are paid engagements Ivy Exec conducts with clients to get feedback on certain topics. For this study we are looking for profe...,91390.46,91390.46,91390.46
Data Scientist,$250/60min Paid Market Research Study for Data Scientist in the Chemicals Sector,Ivy Exec,"Northlake, DeKalb County",94436.75 - 94436.75,Market research studies are paid engagements Ivy Exec conducts with clients to get feedback on certain topics. For this study we are looking for profe...,94436.75,94436.75,94436.75
Data Scientist,$250/60min Paid Market Research Study for Data Scientist in the Financial Sector,Ivy Exec,"Phoenix, Maricopa County",91711.59 - 91711.59,Market research studies are paid engagements Ivy Exec conducts with clients to get feedback on certain topics. For this study we are looking for profe...,91711.59,91711.59,91711.59
Data Scientist,$250/60min Paid Market Research Study for Data Scientist in the Wholesole Sector,Ivy Exec,"Highland Park, Dallas",93815.58 - 93815.58,Market research studies are paid engagements Ivy Exec conducts with clients to get feedback on certain topics. For this study we are looking for profe...,93815.58,93815.58,93815.58
Data Scientist,$250/60min Paid Market Research Study for Data Scientist in the Airlines Sector,Ivy Exec,"San Diego, San Diego County",81467.12 - 81467.12,Market research studies are paid engagements Ivy Exec conducts with clients to get feedback on certain topics. For this study we are looking for profe...,81467.12,81467.12,81467.12
Data Scientist,$250/60min Paid Market Research Study for Data Scientist in the Financial Sector,Ivy Exec,"Times Square, King County",96174.26 - 96174.26,Market research studies are paid engagements Ivy Exec conducts with clients to get feedback on certain topics. For this study we are looking for profe...,96174.26,96174.26,96174.26
Data Scientist,$250/60min Paid Market Research Study for Data Scientist in the Telecommunications Sector,Ivy Exec,"Mount Rainier, Prince George's County",94176.12 - 94176.12,Market research studies are paid engagements Ivy Exec conducts with clients to get feedback on certain topics. For this study we are looking for profe...,94176.12,94176.12,94176.12
Data Scientist,$250/60min Paid Market Research Study for Data Scientist in the Healthcare Sector,Ivy Exec,"Nichols Hills, Oklahoma County",94880.62 - 94880.62,Market research studies are paid engagements Ivy Exec conducts with clients to get feedback on certain topics. For this study we are looking for profe...,94880.62,94880.62,94880.62
Data Scientist,$250/60min Paid Market Research Study for Data Scientist in the Media Sector,Ivy Exec,"Grand Central, Manhattan",87058.39 - 87058.39,Market research studies are paid engagements Ivy Exec conducts with clients to get feedback on certain topics. For this study we are looking for profe...,87058.39,87058.39,87058.39
Data Scientist,$250/60min Paid Market Research Study for Data Scientist in the Financial Sector,Ivy Exec,"Campbell, Santa Clara County",96837.09 - 96837.09,Market research studies are paid engagements Ivy Exec conducts with clients to get feedback on certain topics. For this study we are looking for profe...,96837.09,96837.09,96837.09
Data Scientist,$250/60min Paid Market Research Study for Data Scientist in the Government Sector,Ivy Exec,"Phoenix, Maricopa County",92744.09 - 92744.09,Market research studies are paid engagements Ivy Exec conducts with clients to get feedback on certain topics. For this study we are looking for profe...,92744.09,92744.09,92744.09
Data Scientist,$250/60min Paid Market Research Study for Data Scientist in the Healthcare Sector,Ivy Exec,"Highland Park, Dallas",92935.06 - 92935.06,Market research studies are paid engagements Ivy Exec conducts with clients to get feedback on certain topics. For this study we are looking for profe...,92935.06,92935.06,92935.06
Data Scientist,$250/60min Paid Market Research Study for Data Scientist in the Airlines Sector,Ivy Exec,"West Indianapolis, Marion County",83218.62 - 83218.62,Market research studies are paid engagements Ivy Exec conducts with clients to get feedback on certain topics. For this study we are looking for profe...,83218.62,83218.62,83218.62
Data Scientist,$250/60min Paid Market Research Study for Data Scientist in the Wholesole Sector,Ivy Exec,"Florin, Sacramento County",89684.28 - 89684.28,Market research studies are paid engagements Ivy Exec conducts with clients to get feedback on certain topics. For this study we are looking for profe...,89684.28,89684.28,89684.28
Data Scientist,$250/60min Paid Market Research Study for Data Scientist in the Airlines Sector,Ivy Exec,"Times Square, King County",86894.32 - 86894.32,Market research studies are paid engagements Ivy Exec conducts with clients to get feedback on certain topics. For this study we are looking for profe...,86894.32,86894.32,86894.32
Data Scientist,$250/60min Paid Market Research Study for Data Scientist in the Financial Sector,Ivy Exec,"West Indianapolis, Marion County",92106.1 - 92106.1,Market research studies are paid engagements Ivy Exec conducts with clients to get feedback on certain topics. For this study we are looking for profe...,92106.1,92106.1,92106.1
Data Scientist,$250/60min Paid Market Research Study for Data Scientist in the Retail Sector,Ivy Exec,"Bee Cave, Travis County",79785.72 - 79785.72,Market research studies are paid engagements Ivy Exec conducts with clients to get feedback on certain topics. For this study we are looking for profe...,79785.72,79785.72,79785.72
Data Scientist,$250/60min Paid Market Research Study for Data Scientist in the Financial Sector,Ivy Exec,"South Boston, Suffolk County",98645.09 - 98645.09,Market research studies are paid engagements Ivy Exec conducts with clients to get feedback on certain topics. For this study we are looking for profe...,98645.09,98645.09,98645.09
Data Scientist,$250/60min Paid Market Research Study for Data Scientist in the Government Sector,Ivy Exec,"Times Square, King County",97256.81 - 97256.81,Market research studies are paid engagements Ivy Exec conducts with clients to get feedback on certain topics. For this study we are looking for profe...,97256.81,97256.81,97256.81
Data Scientist,$250/60min Paid Market Research Study for Data Scientist in the Financial Sector,Ivy Exec,"San Diego, San Diego County",90167.28 - 90167.28,Market research studies are paid engagements Ivy Exec conducts with clients to get feedback on certain topics. For this study we are looking for profe...,90167.28,90167.28,90167.28
Data Scientist,$250/60min Paid Market Research Study for Data Scientist in the Wholesole Sector,Ivy Exec,"Textile Finance, Los Angeles County",92795.04 - 92795.04,Market research studies are paid engagements Ivy Exec conducts with clients to get feedback on certain topics. For this study we are looking for profe...,92795.04,92795.04,92795.04
Data Scientist,$250/60min Paid Market Research Study for Data Scientist in the Automotive Sector,Ivy Exec,"Fountainebleau, Miami-Dade County",96447.88 - 96447.88,Market research studies are paid engagements Ivy Exec conducts with clients to get feedback on certain topics. For this study we are looking for profe...,96447.88,96447.88,96447.88
Data Scientist,$250/60min Paid Market Research Study for Data Scientist in the Airlines Sector,Ivy Exec,"Textile Finance, Los Angeles County",85406.29 - 85406.29,Market research studies are paid engagements Ivy Exec conducts with clients to get feedback on certain topics. For this study we are looking for profe...,85406.29,85406.29,85406.29
Data Scientist,$250/60min Paid Market Research Study for Data Scientist in the Healthcare Sector,Ivy Exec,"Phoenix, Maricopa County",89185.67 - 89185.67,Market research studies are paid engagements Ivy Exec conducts with clients to get feedback on certain topics. For this study we are looking for profe...,89185.67,89185.67,89185.67
Data Scientist,$250/60min Paid Market Research Study for Data Scientist in the Retail Sector,Ivy Exec,"Hayes Valley, San Francisco",90797.8 - 90797.8,Market research studies are paid engagements Ivy Exec conducts with clients to get feedback on certain topics. For this study we are looking for profe...,90797.8,90797.8,90797.8
Data Scientist,$250/60min Paid Market Research Study for Data Scientist in the Telecommunications Sector,Ivy Exec,"San Diego, San Diego County",85989.09 - 85989.09,Market research studies are paid engagements Ivy Exec conducts with clients to get feedback on certain topics. For this study we are looking for profe...,85989.09,85989.09,85989.09
Data Scientist,$250/60min Paid Market Research Study for Data Scientist in the Government Sector,Ivy Exec,"Fountainebleau, Miami-Dade County",95036.75 - 95036.75,Market research studies are paid engagements Ivy Exec conducts with clients to get feedback on certain topics. For this study we are looking for profe...,95036.75,95036.75,95036.75
Data Scientist,$250/60min Paid Market Research Study for Data Scientist in the Wholesole Sector,Ivy Exec,US,87580.1 - 87580.1,Market research studies are paid engagements Ivy Exec conducts with clients to get feedback on certain topics. For this study we are looking for profe...,87580.1,87580.1,87580.1
Data Scientist,Data Scientist/Senior Data Scientist,Knowli Corp dba Knowli Data Science,"Tallahassee, Leon County",123370.83 - 123370.83,Job Description Job Description Knowli Data Science is looking for experienced data scientists to join our nationally growing team. The ideal candidat...,123370.83,123370.83,123370.83
Data Scientist,Data Scientist / Senior Data Scientist,Relentless Health,"Menlo Park, San Mateo County",Not listed,About Diagnose Early Diagnose Early is making non-invasive breath testing a mainstream technology. Our mission right now is to use toxin testing and f...,,,
Data Scientist,Data Scientist/Senior Data Scientist,Knowli Corp dba Knowli Data Science,"Tallahassee, Leon County",130584.98 - 130584.98,Benefits: 401(k) matching Bonus based on performance Competitive salary Dental insurance Health insurance Opportunity for advancement Paid time off Tr...,130584.98,130584.98,130584.98
Data Scientist,Data Scientist/Senior Data Scientist,C3 Ai,"Redwood City, San Mateo County",Not listed,"C3 AI (NYSE: AI), is the Enterprise AI application software company. C3 AI delivers a family of fully integrated products including the C3 Agentic AI ...",,,
Data Scientist,$250/60min Paid Market Research Study for Data Scientist in the Food & Beverages Sector,Ivy Exec,"Fountainebleau, Miami-Dade County",91184.74 - 91184.74,Market research studies are paid engagements Ivy Exec conducts with clients to get feedback on certain topics. For this study we are looking for profe...,91184.74,91184.74,91184.74
Data Scientist,$250/60min Paid Market Research Study for Data Scientist in the Food & Beverages Sector,Ivy Exec,"San Diego, San Diego County",87486.61 - 87486.61,Market research studies are paid engagements Ivy Exec conducts with clients to get feedback on certain topics. For this study we are looking for profe...,87486.61,87486.61,87486.61
Data Scientist,$250/60min Paid Market Research Study for Data Scientist in the Food & Beverages Sector,Ivy Exec,"Grand Central, Manhattan",87039.13 - 87039.13,Market research studies are paid engagements Ivy Exec conducts with clients to get feedback on certain topics. For this study we are looking for profe...,87039.13,87039.13,87039.13
Data Scientist,$250/60min Paid Market Research Study for Data Scientist in the Food & Beverages Sector,Ivy Exec,"Textile Finance, Los Angeles County",91716.92 - 91716.92,Market research studies are paid engagements Ivy Exec conducts with clients to get feedback on certain topics. For this study we are looking for profe...,91716.92,91716.92,91716.92
Data Scientist,$250/60min Paid Market Research Study for Data Scientist in the Food & Beverages Sector,Ivy Exec,"Campbell, Santa Clara County",93958.21 - 93958.21,Market research studies are paid engagements Ivy Exec conducts with clients to get feedback on certain topics. For this study we are looking for profe...,93958.21,93958.21,93958.21
Data Scientist,$250/60min Paid Market Research Study for Data Scientist in the Food & Beverages Sector,Ivy Exec,"South Boston, Suffolk County",95712.19 - 95712.19,Market research studies are paid engagements Ivy Exec conducts with clients to get feedback on certain topics. For this study we are looking for profe...,95712.19,95712.19,95712.19
Data Scientist,$250/60min Paid Market Research Study for Data Scientist in the Food & Beverages Sector,Ivy Exec,"Phoenix, Maricopa County",88985 - 88985,Market research studies are paid engagements Ivy Exec conducts with clients to get feedback on certain topics. For this study we are looking for profe...,88985,88985,88985
Data Scientist,$250/60min Paid Market Research Study for Data Scientist in the Food & Beverages Sector,Ivy Exec,"Portland, Multnomah County",99081.34 - 99081.34,Market research studies are paid engagements Ivy Exec conducts with clients to get feedback on certain topics. For this study we are looking for profe...,99081.34,99081.34,99081.34
Data Scientist,$250/60min Paid Market Research Study for Data Scientist in the Food & Beverages Sector,Ivy Exec,"Nashville, Davidson County",87825.16 - 87825.16,Market research studies are paid engagements Ivy Exec conducts with clients to get feedback on certain topics. For this study we are looking for profe...,87825.16,87825.16,87825.16
Data Scientist,$250/60min Paid Market Research Study for Data Scientist in the Food & Beverages Sector,Ivy Exec,"Enterprise, Clark County",88952.59 - 88952.59,Market research studies are paid engagements Ivy Exec conducts with clients to get feedback on certain topics. For this study we are looking for profe...,88952.59,88952.59,88952.59
Data Scientist,$250/60min Paid Market Research Study for Data Scientist in the Food & Beverages Sector,Ivy Exec,"Northlake, DeKalb County",90405.02 - 90405.02,Market research studies are paid engagements Ivy Exec conducts with clients to get feedback on certain topics. For this study we are looking for profe...,90405.02,90405.02,90405.02
Data Scientist,$250/60min Paid Market Research Study for Data Scientist in the Food & Beverages Sector,Ivy Exec,"Elkins Park, Montgomery County",87975.55 - 87975.55,Market research studies are paid engagements Ivy Exec conducts with clients to get feedback on certain topics. For this study we are looking for profe...,87975.55,87975.55,87975.55
Data Scientist,$250/60min Paid Market Research Study for Data Scientist in the Food & Beverages Sector,Ivy Exec,"Highland Park, Dallas",92725.95 - 92725.95,Market research studies are paid engagements Ivy Exec conducts with clients to get feedback on certain topics. For this study we are looking for profe...,92725.95,92725.95,92725.95
Data Scientist,$250/60min Paid Market Research Study for Data Scientist in the Food & Beverages Sector,Ivy Exec,"Bee Cave, Travis County",81730.7 - 81730.7,Market research studies are paid engagements Ivy Exec conducts with clients to get feedback on certain topics. For this study we are looking for profe...,81730.7,81730.7,81730.7
Data Scientist,$250/60min Paid Market Research Study for Data Scientist in the Food & Beverages Sector,Ivy Exec,US,86562.73 - 86562.73,Market research studies are paid engagements Ivy Exec conducts with clients to get feedback on certain topics. For this study we are looking for profe...,86562.73,86562.73,86562.73
Data Scientist,$250/60min Paid Market Research Study for Data Scientist in the Food & Beverages Sector,Ivy Exec,"Minerva Park, Franklin County",90928.4 - 90928.4,Market research studies are paid engagements Ivy Exec conducts with clients to get feedback on certain topics. For this study we are looking for profe...,90928.4,90928.4,90928.4
Data Scientist,$250/60min Paid Market Research Study for Data Scientist in the Food & Beverages Sector,Ivy Exec,"Florin, Sacramento County",88642.3 - 88642.3,Market research studies are paid engagements Ivy Exec conducts with clients to get feedback on certain topics. For this study we are looking for profe...,88642.3,88642.3,88642.3
Data Scientist,$250/60min Paid Market Research Study for Data Scientist in the Food & Beverages Sector,Ivy Exec,"Times Square, King County",93314.91 - 93314.91,Market research studies are paid engagements Ivy Exec conducts with clients to get feedback on certain topics. For this study we are looking for profe...,93314.91,93314.91,93314.91
Data Scientist,$250/60min Paid Market Research Study for Data Scientist in the Food & Beverages Sector,Ivy Exec,"Mount Rainier, Prince George's County",95816.21 - 95816.21,Market research studies are paid engagements Ivy Exec conducts with clients to get feedback on certain topics. For this study we are looking for profe...,95816.21,95816.21,95816.21
Data Scientist,$250/60min Paid Market Research Study for Data Scientist in the Food & Beverages Sector,Ivy Exec,"Hayes Valley, San Francisco",93011.23 - 93011.23,Market research studies are paid engagements Ivy Exec conducts with clients to get feedback on certain topics. For this study we are looking for profe...,93011.23,93011.23,93011.23
Data Scientist,$250/60min Paid Market Research Study for Data Scientist in the Food & Beverages Sector,Ivy Exec,"West Indianapolis, Marion County",89367.7 - 89367.7,Market research studies are paid engagements Ivy Exec conducts with clients to get feedback on certain topics. For this study we are looking for profe...,89367.7,89367.7,89367.7
Data Scientist,$250/60min Paid Market Research Study for Data Scientist in the Food & Beverages Sector,Ivy Exec,"Dearborn, Wayne County",76626.73 - 76626.73,Market research studies are paid engagements Ivy Exec conducts with clients to get feedback on certain topics. For this study we are looking for profe...,76626.73,76626.73,76626.73
Data Scientist,$250/60min Paid Market Research Study for Data Scientist in the Food & Beverages Sector,Ivy Exec,"Nichols Hills, Oklahoma County",94666.96 - 94666.96,Market research studies are paid engagements Ivy Exec conducts with clients to get feedback on certain topics. For this study we are looking for profe...,94666.96,94666.96,94666.96
Data Scientist,$250/60min Paid Market Research Study for Data Scientist in the Food & Beverages Sector,Ivy Exec,"Glendale, Denver",84351.56 - 84351.56,Market research studies are paid engagements Ivy Exec conducts with clients to get feedback on certain topics. For this study we are looking for profe...,84351.56,84351.56,84351.56
Data Scientist,Future Opportunities - Join Our Talent Pipeline for Data Scientist,AbbVie,"North Chicago, Lake County",107874.95 - 107874.95,Company Description AbbVie's mission is to discover and deliver innovative medicines and solutions that solve serious health issues today and address ...,107874.95,107874.95,107874.95
Data Scientist,DATA SCIENTIST,"Schillinger & Finsterwald, LLP","New York City, New York",Not listed,Job Title: Remote Data Scientist Location: Remote (U.S. Only) Job Type: Full-time Job Summary: We are looking for a highly skilled and analytical Data...,,,
Data Scientist,Data Scientist,SURVICE Engineering Company,"Lexington Park, St. Mary's County",Not listed,"Join Us in Making a Difference in the Lives of Those Defending Our Nation Why SURVICE? Come join the SURVICE Engineering mission to protect, enhance, ...",,,
Data Scientist,Data Scientist,Credit Key,US,102831.29 - 102831.29,Credit Key is the leading provider of flexible payments for B2B transactions. Credit Key empowers businesses to offer their customers greater access t...,102831.29,102831.29,102831.29
Data Scientist,Data Scientist,X2F,"New Orleans, Orleans Parish",Not listed,Data Scientist in Search of Employment Remote; only Americans will be taken under consideration. Employment Grade: Full-Time Relating to the Function:...,,,
Data Scientist,Data Scientist,Wise Skulls llc,"Lake Mary, Seminole County",100370.39 - 100370.39,"Job Title: Data Scientist Location: Lake Mary, FL (Onsite) Duration: 6 Months Implementation Partner: Infosys End Client: To be disclosed JD: 5 years ...",100370.39,100370.39,100370.39
Data Scientist,Data Scientist,McDonald's Corporation,"Chicago, Cook County",91269.57 - 91269.57,Job Description McDonald’s is looking for a talented Analytics professional to join our growing Data Science and Analytics organization. This role wil...,91269.57,91269.57,91269.57
Data Scientist,Data Scientist,Experian,"Costa Mesa, Orange County",108012.07 - 108012.07,"Job Description Employer: Consumerinfo.com, Inc. Job Title: Data Scientist Job Location: 475 Anton Blvd., Costa Mesa, CA 92626 Develop machine learnin...",108012.07,108012.07,108012.07
Data Scientist,Data Scientist,Jobs for Humanity,"Menlo Park, San Mateo County",118297.26 - 118297.26,"Job Description Data Scientist This is a contract opportunity. This is an onsite opportunity in Menlo Park, CA. About this Position The Data Scientist...",118297.26,118297.26,118297.26
Data Scientist,Data Scientist,"WhirlWind Technologies, LLC","Oxon Hill, Prince George's County",Not listed,Job Title/Level Jr. Data Scientist Location 100% Remote Salary 86k - 110k Schedule Full Time Preferred Clearance Must be able to obtain a Public Trust...,,,
Data Scientist,Data Scientist,ITE MGMT,"New York City, New York",Not listed,"ITE Management, a leading investment manager and private equity firm specializing in the acquisition of transportation equipment and asset operating p...",,,
Data Scientist,Data Scientist,Dynamic Solutions Technology LLC,"Myrtle Point, Coos County",Not listed,"Dynamic Solutions Technology, LLC , a premier strategic services firm that meets IT and Service needs for commercial and government clients. We are is...",,,
Data Scientist,Data Scientist,Matrix Global,US,131476.69 - 131476.69,Job Title: Senior Data Scientist - Advanced Machine Learning Specialist Location: Remote work accepted in the United States Job Overview: We are seeki...,131476.69,131476.69,131476.69
Data Scientist,Data Scientist,Selby Jennings,"San Jose, Santa Clara County",Not listed,"I am currently working with a well-funded, technology-driven Series D Fintech looking to hire experienced Data Scientists to shape product strategy us...",,,
Data Scientist,Data Scientist,Altus Consulting Corp,"Herndon, Fairfax County",120031.44 - 120031.44,Altus Consulting is seeking a talented Data Scientist to join our team and drive data-driven decision making for our clients. You will leverage your e...,120031.44,120031.44,120031.44
Data Scientist,Data Scientist,"Rapid Cycle Solutions, LLC","Herndon, Burke County",115728.73 - 115728.73,Data Scientist Rapid Cycle Solutions LLC (RCS) is an innovative small business providing IT and management consulting services to the U.S. Federal Gov...,115728.73,115728.73,115728.73
Data Scientist,Data Scientist,"Torch Technologies, Inc.","Colorado Springs, El Paso County",126870.99 - 126870.99,"Thank you for your interest in Torch Technologies. We're an award-winning, 100% employee-owned company based in Huntsville, Alabama. Recognized as a t...",126870.99,126870.99,126870.99
Data Scientist,Data Scientist,OneRail,"Orlando, Orange County",128631.08 - 128631.08,"The Data Scientist will play a critical role in analyzing complex datasets, developing machine learning models, and delivering actionable insights tha...",128631.08,128631.08,128631.08
Data Scientist,Data Scientist,Applied Physics,"New York City, New York",120992.01 - 120992.01,Applied Physics is seeking a Data Scientist experienced with a diverse array of data types to join our dynamic and multidisciplinary team of independe...,120992.01,120992.01,120992.01
Data Scientist,Data Scientist,VDart Inc,US,Not listed,"Role: Data Scientist Location: Plano, TX - Permanent Remote Type: Contract Key Responsibilities: Supplement the ML model migration team focusing on mi...",,,
Data Scientist,Data Scientist,"A Society Group, Inc.","San Francisco, California",Not listed,"We are seeking a highly skilled and motivated Senior Data Scientist - Service Metrics. In this role, you will be instrumental in developing and refini...",,,
Data Scientist,Data Scientist,"Veros Technologies, LLC","Reston, Fairfax County",97419.73 - 97419.73,"Working with Veros Driven by technical excellence and uncompromising principles, Veros Technologies’ mission is to solve our clients’ toughest technic...",97419.73,97419.73,97419.73
Data Scientist,Data Scientist,The Rehancement Group,"Trade, Alexandria City",139213.55 - 139213.55,"The Rehancement Group, Inc. (TRG) is a professional services and consulting firm committed to our government customers. We provide highly qualified pr...",139213.55,139213.55,139213.55
Data Scientist,Data Scientist,FSTONE Technologies,"Atherton, San Mateo County",106847.39 - 106847.39,The Data Scientist will have a vital role in the analysis and business intelligence functions of River West Homes. The person that will thrive in this...,106847.39,106847.39,106847.39
Data Scientist,Data Scientist,One Park Financial,"Miami, Miami-Dade County",137623.55 - 137623.55,Company Overview : One Park Financial (OPF) is a leading Financial Technology company dedicated to empowering small businesses by connecting them with...,137623.55,137623.55,137623.55
Data Scientist,Data Scientist,Maverc Technologies,"Arlington, Arlington County",132114.94 - 132114.94,"Job Overview: As a Data Scientist at Maverc Technologies, you will be part of a highly skilled and dynamic team focused on developing multi-intelligen...",132114.94,132114.94,132114.94
Data Scientist,Data Scientist,Pointer Technologies,"Annapolis Junction, Anne Arundel County",94726.12 - 94726.12,"Pointer Technologies is seeking a skilled and innovative Data Scientist to join our dynamic team. In this role, you will work at the intersection of d...",94726.12,94726.12,94726.12
Data Scientist,Data Scientist,CTC Group,"Fort George G Meade, Anne Arundel County",110828.35 - 110828.35,"Summary CTC Group is seeking Data Scientists , levels 1-2, for a contingent program to develop machine learning, data mining, statistical and graph-ba...",110828.35,110828.35,110828.35
Data Scientist,Data Scientist,GeoDelphi,"Trade, Alexandria City",98193.91 - 98193.91,"At GeoDelphi Inc., we harness the power of commercial data to drive innovation and deliver cutting-edge solutions. As pioneers in the geospatial indus...",98193.91,98193.91,98193.91
Data Scientist,Data Scientist,Northstrat,"San Antonio, Bexar County",96167.66 - 96167.66,Northstrat is seeking a highly motivated We are looking for a talented Data Scientist to support the analysis of mission critical and mission-support ...,96167.66,96167.66,96167.66
Data Scientist,Data Scientist,Urgently,US,115220.06 - 115220.06,YOUR MISSION: Build models and systems that optimize the roadside assistance experience for service providers and drivers in need. Your work will invo...,115220.06,115220.06,115220.06
Data Scientist,Data Scientist,Maverc Technologies,"Arlington, Arlington County",Not listed,"Job Overview: As a Data Engineer at Maverc Technologies, you will join a dynamic team focused on developing and supporting multi-intelligence and mult...",,,
Data Scientist,Data Scientist,ExecRecruitment,"New Orleans, Orleans Parish",132714.02 - 132714.02,ExecRecruitment is a global professional services provider and contingency staffing company. Our main objective is to source top talent and support pr...,132714.02,132714.02,132714.02
Data Scientist,Data Scientist,ExecRecruitment,"Gentilly, Orleans Parish",125370.18 - 125370.18,ExecRecruitment is a global professional services provider and contingency staffing company. Our main objective is to source top talent and support pr...,125370.18,125370.18,125370.18
Data Scientist,Data Scientist,Professional. Career Match Solutions,"Fort Lauderdale, Broward County",Not listed,Data Scientist Machine Learning. Data Scientist opportunity in Fort Lauderdale. Salary $100K to $135K DOE plus benefits. Our client is in the Consumer...,,,
Data Scientist,DATA SCIENTIST,"The GEO Group, Inc.","Boca Raton, Palm Beach County",108333.31 - 108333.31,Benefits Information Full-time employees will enjoy a competitive benefits package with options for you and your family including: Paid Time Off Paid ...,108333.31,108333.31,108333.31
Data Scientist,Data Scientist,Newton Research,"Boston, Suffolk County",99527.3 - 99527.3,Data Scientist Company Description Newton Research is a fast-growing software start-up founded by repeat entrepreneurs and well-funded by blue chip ve...,99527.3,99527.3,99527.3
Data Scientist,Data Scientist,ResolveSoft Inc,"Washington, Washington, D.C.",119001.3 - 119001.3,"Job Description Job Description ResolveSoft, Inc. is seeking a talented and experienced Data Scientist to join our team. As a Data Scientist, you will...",119001.3,119001.3,119001.3
Data Scientist,Data Scientist,The Knot Worldwide,"Chevy Chase, Montgomery County",182755.39 - 182755.39,Description ABOUT THE ROLE AND OUR TEAM: The Knot Worldwide is in search of a full-stack Data Scientist. Our Data Scientists work with stakeholders ac...,182755.39,182755.39,182755.39
Data Scientist,Data Scientist,RDC,"Charlotte, Mecklenburg County",150835.98 - 150835.98,"Data Scientist Role reports to: Head of Data Science, North America About RDC Rich Data Co (RDC) Delivering the Future of Credit Today We believe cred...",150835.98,150835.98,150835.98
Data Scientist,Data Scientist,Meetcute,"Provo, Utah County",91470.68 - 91470.68,"MeetCute needs a data scientist MeetCute has a lot of data, and needs to mine that data to hackdating. As a growing company, we're looking for smart, ...",91470.68,91470.68,91470.68
Data Scientist,Data Scientist,Actalent,"Grandview Heights, Franklin County",139334.02 - 139334.02,"Job Title: Data Scientist Job Description We are seeking a Data Scientist to support a defense contractor in Columbus, OH. The selected individual wil...",139334.02,139334.02,139334.02
Data Scientist,Data Scientist,REI Systems,"Dulles Town Center, Loudoun County",88752.95 - 88752.95,"REI Systems’ mission is to deliver reliable, innovative technology solutions that advance Federal clients' missions and exceed their expectations. Our...",88752.95,88752.95,88752.95
Data Scientist,Data Scientist,V15P1Talonnn,"Clearing, Cook County",124385.64 - 124385.64,"About the Role: We are seeking a highly skilled Data Scientist to join our team in Chicago, IL. As a Data Scientist, you will be responsible for analy...",124385.64,124385.64,124385.64
Data Scientist,Data Scientist,ADPMN INC,"Lenox Square Finance, Fulton County",113494.02 - 113494.02,Job Title :: Data Scientist Location ::100% Remote Duration ::8%2B months Job Description :: The Data Scientist II - Generative AI will apply knowledg...,113494.02,113494.02,113494.02
Data Scientist,Data Scientist,Pueblo,"Hayes Valley, San Francisco",133789.98 - 133789.98,San Francisco Veterans Affairs Medical Center RESEARCH AND DEVELOPMENT SERVICE DATA SCIENTIST INTRODUCTION We are seeking a full-time data scientist w...,133789.98,133789.98,133789.98
